name,genus,dexNumber,primaryType,colorTheme,hp,heightM,weightKg,flavorText,spriteUrl,showMotionPrompt
sandygast,Sand Heap Pokémon,769,ghost,brown,55,0.5,70.0,"Born from a sand mound playfully built by a child, this Pokémon embodies the grudges of the departed.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/769.png,true
palossand,Sand Castle Pokémon,770,ghost,brown,85,1.3,250.0,"Possessed people controlled by this Pokémon transformed its sand mound into a castle. As it evolved, its power to curse grew ever stronger.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/770.png,true
pyukumuku,Sea Cucumber Pokémon,771,water,black,55,0.3,1.2,"It’s covered in a slime that keeps its skin moist, allowing it to stay on land for days without drying up.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/771.png,true
type-null,Synthetic Pokémon,772,normal,gray,95,1.9,120.5,The heavy control mask it wears suppresses its intrinsic capabilities. This Pokémon has some hidden special power.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/772.png,true
silvally,Synthetic Pokémon,773,normal,gray,95,2.3,100.5,"Its trust in its partner is what awakens it. This Pokémon is capable of changing its type, a flexibility that is well displayed in battle.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/773.png,true
minior-red-meteor,Meteor Pokémon,774,rock,brown,60,0.3,40.0,"Originally making its home in the ozone layer, it hurtles to the ground when the shell enclosing its body grows too heavy.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/774.png,true
komala,Drowsing Pokémon,775,normal,blue,65,0.4,19.9,"It is born asleep, and it dies asleep. All its movements are apparently no more than the results of it tossing and turning in its dreams.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/775.png,true
turtonator,Blast Turtle Pokémon,776,fire,red,60,2.0,212.0,The shell on its back is chemically unstable and explodes violently if struck. The hole in its stomach is its weak point.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/776.png,true
togedemaru,Roly-Poly Pokémon,777,electric,gray,65,0.3,3.3,"The spiny fur on its back is normally at rest. When this Pokémon becomes agitated, its fur stands on end and stabs into its attackers.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/777.png,true
mimikyu-disguised,Disguise Pokémon,778,ghost,yellow,55,0.2,0.7,Its actual appearance is unknown. A scholar who saw what was under its rag was overwhelmed by terror and died from the shock.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/778.png,true
bruxish,Gnash Teeth Pokémon,779,water,pink,68,0.9,19.0,"When it unleashes its psychic power from the protuberance on its head, the grating sound of grinding teeth echoes through the area.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/779.png,true
drampa,Placid Pokémon,780,normal,white,78,3.0,185.0,"It has a compassionate personality, but if it is angered, it completely destroys its surroundings with its intense breath.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/780.png,true
dhelmise,Sea Creeper Pokémon,781,ghost,green,70,3.9,210.0,"Swinging its massive anchor, it can KO Wailord in a single blow. What appears to be green seaweed is actually its body.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/781.png,true
jangmo-o,Scaly Pokémon,782,dragon,gray,45,0.6,29.7,It expresses its feelings by smacking its scales. Metallic sounds echo through the tall mountains where Jangmo-o lives.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/782.png,true
hakamo-o,Scaly Pokémon,783,dragon,gray,55,1.2,47.0,It leaps at its prey with a courageous shout. Its scaly punches tear its opponents to shreds.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/783.png,true
kommo-o,Scaly Pokémon,784,dragon,gray,75,1.6,78.2,"When it spots enemies, it threatens them by jingling the scales on its tail. Weak opponents will crack and flee in panic.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/784.png,true
tapu-koko,Land Spirit Pokémon,785,electric,yellow,70,1.8,20.5,This guardian deity of Melemele is brimming with curiosity. It summons thunderclouds and stores their lightning inside its body.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/785.png,true
tapu-lele,Land Spirit Pokémon,786,psychic,pink,70,1.2,18.6,This guardian deity of Akala is guilelessly cruel. The fragrant aroma of flowers is the source of its energy.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/786.png,true
tapu-bulu,Land Spirit Pokémon,787,grass,red,70,1.9,45.5,"It pulls large trees up by the roots and swings them around. It causes vegetation to grow, and then it absorbs energy from the growth.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/787.png,true
tapu-fini,Land Spirit Pokémon,788,water,purple,70,1.3,21.2,The dense fog it creates brings the downfall and destruction of its confused enemies. Ocean currents are the source of its energy.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/788.png,true
cosmog,Nebula Pokémon,789,psychic,blue,43,0.2,0.1,Its body is gaseous and frail. It slowly grows as it collects dust from the atmosphere.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/789.png,true
cosmoem,Protostar Pokémon,790,psychic,blue,43,0.1,999.9,"Motionless as if dead, its body is faintly warm to the touch. In the distant past, it was called the cocoon of the stars.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/790.png,true
solgaleo,Sunne Pokémon,791,psychic,white,137,3.4,230.0,It is said to live in another world. The intense light it radiates from the surface of its body can make the darkest of nights light up like midday.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/791.png,true
lunala,Moone Pokémon,792,psychic,purple,137,4.0,120.0,"It is said to be a female evolution of Cosmog. When its third eye activates, away it flies to another world.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/792.png,true
nihilego,Parasite Pokémon,793,rock,white,109,1.2,55.5,One of several mysterious Ultra Beasts. People on the street report observing those infested by it suddenly becoming violent.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/793.png,true
buzzwole,Swollen Pokémon,794,bug,red,107,2.4,333.6,"This Ultra Beast appeared from another world. It shows off its body, but whether that display is a boast or a threat remains unclear.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/794.png,true
pheromosa,Lissome Pokémon,795,bug,white,71,1.8,25.0,"One of the dangerous Ultra Beasts, it has been spotted running across the land at terrific speeds.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/795.png,true
xurkitree,Glowing Pokémon,796,electric,black,83,3.8,100.0,"One of the mysterious life-forms known as Ultra Beasts. Astonishing electric shocks emanate from its entire body, according to witnesses.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/796.png,true
celesteela,Launch Pokémon,797,steel,green,97,9.2,999.9,It appeared from the Ultra Wormhole. Witnesses observed it flying across the sky at high speed.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/797.png,true
kartana,Drawn Sword Pokémon,798,grass,white,59,0.3,0.1,"This Ultra Beast came from the Ultra Wormhole. It seems not to attack enemies on its own, but its sharp body is a dangerous weapon in itself.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/798.png,true
guzzlord,Junkivore Pokémon,799,dark,black,223,5.5,888.0,"It has gobbled mountains and swallowed whole buildings, according to reports. It’s one of the Ultra Beasts.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/799.png,true
necrozma,Prism Pokémon,800,psychic,black,97,2.4,230.0,"Reminiscent of the Ultra Beasts, this life-form, apparently asleep underground, is thought to have come from another world in ancient times.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/800.png,true
magearna,Artificial Pokémon,801,steel,gray,80,1.0,80.5,"This artificial Pokémon, constructed more than 500 years ago, can understand human speech but cannot itself speak.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/801.png,true
marshadow,Gloomdweller Pokémon,802,fighting,gray,90,0.7,22.2,"Able to conceal itself in shadows, it never appears before humans, so its very existence was the stuff of myth.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/802.png,true
poipole,Poison Pin Pokémon,803,poison,purple,67,0.6,1.8,This Ultra Beast is well enough liked to be chosen as a first partner in its own world.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/803.png,true
naganadel,Poison Pin Pokémon,804,poison,purple,73,3.6,150.0,It stores hundreds of liters of poisonous liquid inside its body. It is one of the organisms known as UBs.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/804.png,true
stakataka,Rampart Pokémon,805,rock,gray,61,5.5,820.0,It appeared from an Ultra Wormhole. Each one appears to be made up of many life-forms stacked one on top of each other.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/805.png,true
blacephalon,Fireworks Pokémon,806,fire,white,53,1.8,13.0,"It slithers toward people. Then, without warning, it triggers the explosion of its own head. It’s apparently one kind of Ultra Beast.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/806.png,true
zeraora,Thunderclap Pokémon,807,electric,yellow,88,1.5,44.5,"It electrifies its claws and tears its opponents apart with them. Even if they dodge its attack, they’ll be electrocuted by the flying sparks.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/807.png,true
meltan,Hex Nut Pokémon,808,steel,gray,46,0.2,8.0,"It melts particles of iron and other metals found in the subsoil, so it can absorb them into its body of molten steel.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/808.png,true
melmetal,Hex Nut Pokémon,809,steel,gray,135,2.5,800.0,"Revered long ago for its capacity to create iron from nothing, for some reason it has come back to life after 3,000 years.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/809.png,true
grookey,Chimp Pokémon,810,grass,green,50,0.3,5.0,"When it uses its special stick to strike up a beat, the sound waves produced carry revitalizing energy to the plants and flowers in the area.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/810.png,true
thwackey,Beat Pokémon,811,grass,green,70,0.7,14.0,"The faster a Thwackey can beat out a rhythm with its two sticks, the more respect it wins from its peers.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/811.png,true
rillaboom,Drummer Pokémon,812,grass,green,100,2.1,90.0,"By drumming, it taps into the power of its special tree stump. The roots of the stump follow its direction in battle.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/812.png,true
scorbunny,Rabbit Pokémon,813,fire,white,50,0.3,4.5,"A warm-up of running around gets fire energy coursing through this Pokémon’s body. Once that happens, it’s ready to fight at full power.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/813.png,true
raboot,Rabbit Pokémon,814,fire,gray,65,0.6,9.0,Its thick and fluffy fur protects it from the cold and enables it to use hotter fire moves.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/814.png,true
cinderace,Striker Pokémon,815,fire,white,80,1.4,33.0,"It juggles a pebble with its feet, turning it into a burning soccer ball. Its shots strike opponents hard and leave them scorched.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/815.png,true
sobble,Water Lizard Pokémon,816,water,blue,50,0.3,4.0,"When scared, this Pokémon cries. Its tears pack the chemical punch of 100 onions, and attackers won’t be able to resist weeping.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/816.png,true
drizzile,Water Lizard Pokémon,817,water,blue,65,0.7,11.5,"A clever combatant, this Pokémon battles using water balloons created with moisture secreted from its palms.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/817.png,true
inteleon,Secret Agent Pokémon,818,water,blue,70,1.9,45.2,"It has many hidden capabilities, such as fingertips that can shoot water and a membrane on its back that it can use to glide through the air.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/818.png,true
skwovet,Cheeky Pokémon,819,normal,brown,70,0.3,2.5,"Found throughout the Galar region, this Pokémon becomes uneasy if its cheeks are ever completely empty of berries.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/819.png,true
greedent,Greedy Pokémon,820,normal,brown,120,0.6,6.0,"It stashes berries in its tail—so many berries that they fall out constantly. But this Pokémon is a bit slow-witted, so it doesn’t notice the loss.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/820.png,true
rookidee,Tiny Bird Pokémon,821,flying,blue,38,0.2,1.8,"It will bravely challenge any opponent, no matter how powerful. This Pokémon benefits from every battle—even a defeat increases its strength a bit.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/821.png,true
corvisquire,Raven Pokémon,822,flying,blue,68,0.8,16.0,"Smart enough to use tools in battle, these Pokémon have been seen picking up rocks and flinging them or using ropes to wrap up enemies.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/822.png,true
corviknight,Raven Pokémon,823,flying,purple,98,2.2,75.0,This Pokémon reigns supreme in the skies of the Galar region. The black luster of its steel body could drive terror into the heart of any foe.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/823.png,true
blipbug,Larva Pokémon,824,bug,blue,25,0.4,8.0,"A constant collector of information, this Pokémon is very smart. Very strong is what it isn’t.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/824.png,true
dottler,Radome Pokémon,825,bug,yellow,50,0.4,19.5,"It barely moves, but it’s still alive. Hiding in its shell without food or water seems to have awakened its psychic powers.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/825.png,true
orbeetle,Seven Spot Pokémon,826,bug,red,60,0.4,40.8,"It’s famous for its high level of intelligence, and the large size of its brain is proof that it also possesses immense psychic power.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/826.png,true
nickit,Fox Pokémon,827,dark,brown,40,0.6,8.9,"Aided by the soft pads on its feet, it silently raids the food stores of other Pokémon. It survives off its ill-gotten gains.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/827.png,true
thievul,Fox Pokémon,828,dark,brown,70,1.2,19.9,"It secretly marks potential targets with a scent. By following the scent, it stalks its targets and steals from them when they least expect it.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/828.png,true
gossifleur,Flowering Pokémon,829,grass,green,40,0.4,2.2,"It anchors itself in the ground with its single leg, then basks in the sun. After absorbing enough sunlight, its petals spread as it blooms brilliantly.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/829.png,true
eldegoss,Cotton Bloom Pokémon,830,grass,green,60,0.5,2.5,The seeds attached to its cotton fluff are full of nutrients. It spreads them on the wind so that plants and other Pokémon can benefit from them.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/830.png,true
wooloo,Sheep Pokémon,831,normal,white,42,0.6,6.0,"Its curly fleece is such an effective cushion that this Pokémon could fall off a cliff and stand right back up at the bottom, unharmed.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/831.png,true
dubwool,Sheep Pokémon,832,normal,white,72,1.3,43.0,"Weave a carpet from its springy wool, and you end up with something closer to a trampoline. You’ll start to bounce the moment you set foot on it.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/832.png,true
chewtle,Snapping Pokémon,833,water,green,50,0.3,8.5,Apparently the itch of its teething impels it to snap its jaws at anything in front of it.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/833.png,true
drednaw,Bite Pokémon,834,water,green,90,1.0,115.5,"With jaws that can shear through steel rods, this highly aggressive Pokémon chomps down on its unfortunate prey.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/834.png,true
yamper,Puppy Pokémon,835,electric,yellow,59,0.3,13.5,"This Pokémon is very popular as a herding dog in the Galar region. As it runs, it generates electricity from the base of its tail.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/835.png,true
boltund,Dog Pokémon,836,electric,yellow,69,1.0,34.0,This Pokémon generates electricity and channels it into its legs to keep them going strong. Boltund can run nonstop for three full days.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/836.png,true
rolycoly,Coal Pokémon,837,rock,black,30,0.3,12.0,"Most of its body has the same composition as coal. Fittingly, this Pokémon was first discovered in coal mines about 400 years ago.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/837.png,true
carkol,Coal Pokémon,838,rock,black,80,1.1,78.0,It forms coal inside its body. Coal dropped by this Pokémon once helped fuel the lives of people in the Galar region.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/838.png,true
coalossal,Coal Pokémon,839,rock,black,110,2.8,310.5,"It’s usually peaceful, but the vandalism of mines enrages it. Offenders will be incinerated with flames that reach 2,700 degrees Fahrenheit.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/839.png,true
applin,Apple Core Pokémon,840,grass,green,40,0.2,0.5,"It spends its entire life inside an apple. It hides from its natural enemies, bird Pokémon, by pretending it’s just an apple and nothing more.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/840.png,true
flapple,Apple Wing Pokémon,841,grass,green,70,0.3,1.0,"It ate a sour apple, and that induced its evolution. In its cheeks, it stores an acid capable of causing chemical burns.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/841.png,true
appletun,Apple Nectar Pokémon,842,grass,green,110,0.4,13.0,"Eating a sweet apple caused its evolution. A nectarous scent wafts from its body, luring in the bug Pokémon it preys on.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/842.png,true
silicobra,Sand Snake Pokémon,843,ground,green,52,2.2,7.6,"As it digs, it swallows sand and stores it in its neck pouch. The pouch can hold more than 17 pounds of sand.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/843.png,true
sandaconda,Sand Snake Pokémon,844,ground,green,72,3.8,65.5,"When it contracts its body, over 220 pounds of sand sprays from its nose. If it ever runs out of sand, it becomes disheartened.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/844.png,true
cramorant,Gulp Pokémon,845,flying,blue,70,0.8,18.0,"It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/845.png,true
arrokuda,Rush Pokémon,846,water,brown,41,0.5,1.0,"If it sees any movement around it, this Pokémon charges for it straightaway, leading with its sharply pointed jaw. It’s very proud of that jaw.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/846.png,true
barraskewda,Skewer Pokémon,847,water,brown,61,1.3,30.0,"This Pokémon has a jaw that’s as sharp as a spear and as strong as steel. Apparently Barraskewda’s flesh is surprisingly tasty, too.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/847.png,true
toxel,Baby Pokémon,848,electric,purple,40,0.4,11.0,"It stores poison in an internal poison sac and secretes that poison through its skin. If you touch this Pokémon, a tingling sensation follows.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/848.png,true
toxtricity-amped,Punk Pokémon,849,electric,purple,75,1.6,40.0,"When this Pokémon sounds as if it’s strumming a guitar, it’s actually clawing at the protrusions on its chest to generate electricity.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/849.png,true
sizzlipede,Radiator Pokémon,850,fire,red,50,0.7,1.0,It stores flammable gas in its body and uses it to generate heat. The yellow sections on its belly get particularly hot.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/850.png,true
centiskorch,Radiator Pokémon,851,fire,red,100,3.0,120.0,"When it heats up, its body temperature reaches about 1,500 degrees Fahrenheit. It lashes its body like a whip and launches itself at enemies.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/851.png,true
clobbopus,Tantrum Pokémon,852,fighting,brown,50,0.6,4.0,"It’s very curious, but its means of investigating things is to try to punch them with its tentacles. The search for food is what brings it onto land.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/852.png,true
grapploct,Jujitsu Pokémon,853,fighting,blue,80,1.6,39.0,A body made up of nothing but muscle makes the grappling moves this Pokémon performs with its tentacles tremendously powerful.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/853.png,true
sinistea,Black Tea Pokémon,854,ghost,purple,40,0.1,0.2,"This Pokémon is said to have been born when a lonely spirit possessed a cold, leftover cup of tea.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/854.png,true
polteageist,Black Tea Pokémon,855,ghost,purple,60,0.2,0.4,"This species lives in antique teapots. Most pots are forgeries, but on rare occasions, an authentic work is found.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/855.png,true
hatenna,Calm Pokémon,856,psychic,pink,42,0.4,3.4,"Via the protrusion on its head, it senses other creatures’ emotions. If you don’t have a calm disposition, it will never warm up to you.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/856.png,true
hattrem,Serene Pokémon,857,psychic,pink,57,0.6,4.8,"No matter who you are, if you bring strong emotions near this Pokémon, it will silence you violently.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/857.png,true
hatterene,Silent Pokémon,858,psychic,pink,57,2.1,5.1,It emits psychic power strong enough to cause headaches as a deterrent to the approach of others.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/858.png,true
impidimp,Wily Pokémon,859,dark,pink,45,0.4,5.5,"Through its nose, it sucks in the emanations produced by people and Pokémon when they feel annoyed. It thrives off this negative energy.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/859.png,true
morgrem,Devious Pokémon,860,dark,pink,65,0.8,12.5,"When it gets down on all fours as if to beg for forgiveness, it’s trying to lure opponents in so that it can stab them with its spear-like hair.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/860.png,true
grimmsnarl,Bulk Up Pokémon,861,dark,purple,95,1.5,61.0,"With the hair wrapped around its body helping to enhance its muscles, this Pokémon can overwhelm even Machamp.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/861.png,true
obstagoon,Blocking Pokémon,862,dark,gray,93,1.6,46.0,Its voice is staggering in volume. Obstagoon has a tendency to take on a threatening posture and shout—this move is known as Obstruct.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/862.png,true
perrserker,Viking Pokémon,863,steel,brown,70,0.8,28.0,What appears to be an iron helmet is actually hardened hair. This Pokémon lives for the thrill of battle.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/863.png,true
cursola,Coral Pokémon,864,ghost,white,60,1.0,0.4,Its shell is overflowing with its heightened otherworldly energy. The ectoplasm serves as protection for this Pokémon’s core spirit.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/864.png,true
sirfetchd,Wild Duck Pokémon,865,fighting,white,62,0.8,117.0,"Only Farfetch’d that have survived many battles can attain this evolution. When this Pokémon’s leek withers, it will retire from combat.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/865.png,true
mr-rime,Comedian Pokémon,866,ice,purple,80,1.5,58.2,It’s highly skilled at tap-dancing. It waves its cane of ice in time with its graceful movements.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/866.png,true
runerigus,Grudge Pokémon,867,ground,gray,58,1.6,66.6,"A powerful curse was woven into an ancient painting. After absorbing the spirit of a Yamask, the painting began to move.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/867.png,true
milcery,Cream Pokémon,868,fairy,white,45,0.2,0.3,This Pokémon was born from sweet-smelling particles in the air. Its body is made of cream.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/868.png,true
alcremie,Cream Pokémon,869,fairy,white,65,0.3,0.5,"When it trusts a Trainer, it will treat them to berries it’s decorated with cream.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/869.png,true
falinks,Formation Pokémon,870,fighting,yellow,65,3.0,62.0,"Five of them are troopers, and one is the brass. The brass’s orders are absolute.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/870.png,true
pincurchin,Sea Urchin Pokémon,871,electric,purple,48,0.3,1.0,"It feeds on seaweed, using its teeth to scrape it off rocks. Electric current flows from the tips of its spines.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/871.png,true
snom,Worm Pokémon,872,ice,white,30,0.3,3.8,"It spits out thread imbued with a frigid sort of energy and uses it to tie its body to branches, disguising itself as an icicle while it sleeps.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/872.png,true
frosmoth,Frost Moth Pokémon,873,ice,white,70,1.3,42.0,Icy scales fall from its wings like snow as it flies over fields and mountains. The temperature of its wings is less than −290 degrees Fahrenheit.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/873.png,true
stonjourner,Big Rock Pokémon,874,rock,gray,100,2.5,520.0,"It stands in grasslands, watching the sun’s descent from zenith to horizon. This Pokémon has a talent for delivering dynamic kicks.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/874.png,true
eiscue-ice,Penguin Pokémon,875,ice,blue,75,1.4,89.0,It drifted in on the flow of ocean waters from a frigid place. It keeps its head iced constantly to make sure it stays nice and cold.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/875.png,true
indeedee-male,Emotion Pokémon,876,psychic,purple,60,0.9,28.0,"It uses the horns on its head to sense the emotions of others. Males will act as valets for those they serve, looking after their every need.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/876.png,true
morpeko-full-belly,Two-Sided Pokémon,877,electric,yellow,58,0.3,3.0,"As it eats the seeds stored up in its pocket-like pouches, this Pokémon is not just satisfying its constant hunger. It’s also generating electricity.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/877.png,true
